,Unnamed: 0,@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing,long,lat
63,64,http://environment.data.gov.uk/water-quality/data/measurement/MD-2837679-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-06-19 11:07:00,Nitrate-N,Nitrate as N,117,,23.5,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
64,65,http://environment.data.gov.uk/water-quality/data/measurement/MD-2839945-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-07-10 13:09:00,Nitrate-N,Nitrate as N,117,,16.7,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
65,66,http://environment.data.gov.uk/water-quality/data/measurement/MD-2840645-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-07-21 11:00:00,Nitrate-N,Nitrate as N,117,,21.9,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
66,67,http://environment.data.gov.uk/water-quality/data/measurement/MD-2842159-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-08-04 12:31:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
67,68,http://environment.data.gov.uk/water-quality/data/measurement/MD-2842880-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-08-15 10:48:00,Nitrate-N,Nitrate as N,117,,18.7,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
68,69,http://environment.data.gov.uk/water-quality/data/measurement/MD-2844568-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-09-04 13:43:00,Nitrate-N,Nitrate as N,117,,26.1,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
69,70,http://environment.data.gov.uk/water-quality/data/measurement/MD-2846352-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-09-29 10:14:00,Nitrate-N,Nitrate as N,117,,18.1,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
70,71,http://environment.data.gov.uk/water-quality/data/measurement/MD-2847047-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-10-09 11:41:00,Nitrate-N,Nitrate as N,117,,22.9,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
71,72,http://environment.data.gov.uk/water-quality/data/measurement/MD-2847646-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-10-24 10:43:00,Nitrate-N,Nitrate as N,117,,23.0,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
72,73,http://environment.data.gov.uk/water-quality/data/measurement/MD-2849915-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-11-13 11:14:00,Nitrate-N,Nitrate as N,117,,18.8,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
73,74,http://environment.data.gov.uk/water-quality/data/measurement/MD-2850467-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-11-21 11:57:00,Nitrate-N,Nitrate as N,117,,25.8,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
74,75,http://environment.data.gov.uk/water-quality/data/measurement/MD-2852284-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-12-12 12:55:00,Nitrate-N,Nitrate as N,117,,14.9,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
75,76,http://environment.data.gov.uk/water-quality/data/measurement/MD-2852415-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39370300,MD-39370300,"CRESWELL STW, STSE",2010-12-15 11:51:00,Nitrate-N,Nitrate as N,117,,13.7,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),452560,373230,-1.2136660919481548,53.2534858415187
76,77,http://environment.data.gov.uk/water-quality/data/measurement/MD-2827873-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-01-13 10:01:00,Nitrate-N,Nitrate as N,117,,9.8,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
77,78,http://environment.data.gov.uk/water-quality/data/measurement/MD-2828375-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-01-19 09:52:00,Nitrate-N,Nitrate as N,117,,10.2,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
78,79,http://environment.data.gov.uk/water-quality/data/measurement/MD-2829122-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-02-03 11:50:00,Nitrate-N,Nitrate as N,117,,16.6,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
79,80,http://environment.data.gov.uk/water-quality/data/measurement/MD-2829919-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-02-12 11:00:00,Nitrate-N,Nitrate as N,117,,13.2,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
80,81,http://environment.data.gov.uk/water-quality/data/measurement/MD-2830912-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-03-02 09:16:00,Nitrate-N,Nitrate as N,117,<,0.196,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
81,82,http://environment.data.gov.uk/water-quality/data/measurement/MD-2832028-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-03-18 10:38:00,Nitrate-N,Nitrate as N,117,,7.28,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
82,83,http://environment.data.gov.uk/water-quality/data/measurement/MD-2832471-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-03-25 10:30:00,Nitrate-N,Nitrate as N,117,,10.1,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
83,84,http://environment.data.gov.uk/water-quality/data/measurement/MD-2832856-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-04-07 09:40:00,Nitrate-N,Nitrate as N,117,,6.94,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
84,85,http://environment.data.gov.uk/water-quality/data/measurement/MD-2834159-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-04-25 09:21:00,Nitrate-N,Nitrate as N,117,,5.66,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
85,86,http://environment.data.gov.uk/water-quality/data/measurement/MD-2834826-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-05-08 09:22:00,Nitrate-N,Nitrate as N,117,,6.37,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
86,87,http://environment.data.gov.uk/water-quality/data/measurement/MD-2836667-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-06-04 10:39:00,Nitrate-N,Nitrate as N,117,,0.72,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
87,88,http://environment.data.gov.uk/water-quality/data/measurement/MD-2837678-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-06-19 09:47:00,Nitrate-N,Nitrate as N,117,<,0.196,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
88,89,http://environment.data.gov.uk/water-quality/data/measurement/MD-2839944-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-07-10 11:19:00,Nitrate-N,Nitrate as N,117,,1.44,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
89,90,http://environment.data.gov.uk/water-quality/data/measurement/MD-2840644-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-07-21 10:21:00,Nitrate-N,Nitrate as N,117,,0.24100000000000002,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
90,91,http://environment.data.gov.uk/water-quality/data/measurement/MD-2842158-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-08-04 11:32:00,Nitrate-N,Nitrate as N,117,,4.54,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
91,92,http://environment.data.gov.uk/water-quality/data/measurement/MD-2842879-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-08-15 10:00:00,Nitrate-N,Nitrate as N,117,,0.655,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
92,93,http://environment.data.gov.uk/water-quality/data/measurement/MD-2844567-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-09-04 11:02:00,Nitrate-N,Nitrate as N,117,<,0.9,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
93,94,http://environment.data.gov.uk/water-quality/data/measurement/MD-2846351-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-09-29 09:37:00,Nitrate-N,Nitrate as N,117,<,0.9,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
94,95,http://environment.data.gov.uk/water-quality/data/measurement/MD-2847046-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-10-09 10:22:00,Nitrate-N,Nitrate as N,117,<,0.196,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
95,96,http://environment.data.gov.uk/water-quality/data/measurement/MD-2847645-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-10-24 09:53:00,Nitrate-N,Nitrate as N,117,,0.779,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
96,97,http://environment.data.gov.uk/water-quality/data/measurement/MD-2849914-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-11-13 10:13:00,Nitrate-N,Nitrate as N,117,,2.8,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
97,98,http://environment.data.gov.uk/water-quality/data/measurement/MD-2850466-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-11-21 10:46:00,Nitrate-N,Nitrate as N,117,,5.17,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
98,99,http://environment.data.gov.uk/water-quality/data/measurement/MD-2852283-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-12-12 10:40:00,Nitrate-N,Nitrate as N,117,,7.69,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
99,100,http://environment.data.gov.uk/water-quality/data/measurement/MD-2852414-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39404300,MD-39404300,"HODTHORPE SEWAGE TREATMENT WORKS,  FE",2010-12-15 11:11:00,Nitrate-N,Nitrate as N,117,,11.0,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),455040,376400,-1.1759513836457194,53.28172640904741
100,101,http://environment.data.gov.uk/water-quality/data/measurement/MD-2827874-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-01-13 10:40:00,Nitrate-N,Nitrate as N,117,,10.4,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
101,102,http://environment.data.gov.uk/water-quality/data/measurement/MD-2828377-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-01-19 10:07:00,Nitrate-N,Nitrate as N,117,,7.95,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
102,103,http://environment.data.gov.uk/water-quality/data/measurement/MD-2829124-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-02-03 15:02:00,Nitrate-N,Nitrate as N,117,,17.8,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
103,104,http://environment.data.gov.uk/water-quality/data/measurement/MD-2829921-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-02-12 11:48:00,Nitrate-N,Nitrate as N,117,,17.2,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
104,105,http://environment.data.gov.uk/water-quality/data/measurement/MD-2830914-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-03-02 10:16:00,Nitrate-N,Nitrate as N,117,,9.04,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
105,106,http://environment.data.gov.uk/water-quality/data/measurement/MD-2832030-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-03-18 11:30:00,Nitrate-N,Nitrate as N,117,,5.52,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
106,107,http://environment.data.gov.uk/water-quality/data/measurement/MD-2832473-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-03-25 11:08:00,Nitrate-N,Nitrate as N,117,,0.8759999999999999,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
107,108,http://environment.data.gov.uk/water-quality/data/measurement/MD-2832858-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-04-07 10:30:00,Nitrate-N,Nitrate as N,117,,2.14,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
108,109,http://environment.data.gov.uk/water-quality/data/measurement/MD-2834161-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-04-25 10:25:00,Nitrate-N,Nitrate as N,117,,0.9009999999999999,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
109,110,http://environment.data.gov.uk/water-quality/data/measurement/MD-2834828-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-05-08 10:16:00,Nitrate-N,Nitrate as N,117,,1.55,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
110,111,http://environment.data.gov.uk/water-quality/data/measurement/MD-2836669-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-06-04 11:39:00,Nitrate-N,Nitrate as N,117,,0.742,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
111,112,http://environment.data.gov.uk/water-quality/data/measurement/MD-2837680-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-06-19 10:42:00,Nitrate-N,Nitrate as N,117,,1.48,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
112,113,http://environment.data.gov.uk/water-quality/data/measurement/MD-2839946-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-07-10 12:35:00,Nitrate-N,Nitrate as N,117,,0.568,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
113,114,http://environment.data.gov.uk/water-quality/data/measurement/MD-2840646-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-07-21 10:35:00,Nitrate-N,Nitrate as N,117,,0.384,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
114,115,http://environment.data.gov.uk/water-quality/data/measurement/MD-2842160-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-08-04 12:16:00,Nitrate-N,Nitrate as N,117,,1.16,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
115,116,http://environment.data.gov.uk/water-quality/data/measurement/MD-2842881-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-08-15 10:13:00,Nitrate-N,Nitrate as N,117,,0.304,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
116,117,http://environment.data.gov.uk/water-quality/data/measurement/MD-2844569-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/MD-39415310,MD-39415310,"WHITWELL STW, MILLASH LANE, FE",2010-09-04 12:21:00,Nitrate-N,Nitrate as N,117,,1.51,,mg/l,FINAL SEWAGE EFFLUENT,False,PLANNED INVESTIGATION (LOCAL MONITORING),453880,375680,-1.1934693517410462,53.2753740542173
